Student_ID,Student_Name,Class,Board,Target_Exam,Medium,Admission_Date,Study_Mode
STU0320,Vinaya Grewal,Class 12,CBSE,JEE,Tamil,2026-01-07,Hybrid
STU0321,Megha Ghosh,Class 10,State Board,Foundation,Hindi,2024-12-17,Offline
STU0322,Kamya Kapoor,Class 9,ICSE,Foundation,English,2024-09-06,Offline
STU0323,Inaya Wable,Class 9,ICSE,JEE,Tamil,2024-10-26,Hybrid
STU0324,Ishani Badal,Class 12,State Board,NEET,Hindi,2026-01-22,Hybrid
STU0325,Nitara Nadkarni,Class 12,ICSE,JEE,Tamil,2024-11-19,Online
STU0326,Omaja Nadkarni,Class 11,CBSE,Foundation,Tamil,2026-06-21,Hybrid
STU0327,Bhavani Brahmbhatt,Class 11,CBSE,NEET,English,2024-09-30,Online
STU0328,Reyansh Suri,Class 12,State Board,NEET,Hindi,2026-02-01,Online
STU0329,Samarth Ramanathan,Class 12,ICSE,Foundation,Tamil,2025-03-22,Online
STU0330,Ayushman Badami,Class 11,CBSE,JEE,Hindi,2025-07-12,Hybrid
STU0331,Baljiwan Kara,Class 9,State Board,Foundation,English,2026-04-21,Offline
STU0332,Irya Bala,Class 11,State Board,Foundation,English,2025-02-13,Online
STU0333,Ekbal Kara,Class 9,CBSE,NEET,English,2026-05-20,Online
STU0334,Gagan Shan,Class 10,State Board,JEE,English,2024-11-16,Hybrid
STU0335,Tanay Kumer,Class 12,ICSE,Foundation,Hindi,2026-04-27,Offline
STU0336,Aradhana Korpal,Class 11,State Board,NEET,English,2026-03-18,Offline
STU0337,Krisha Basak,Class 9,ICSE,NEET,Hindi,2025-09-27,Offline
STU0338,Tripti Narang,Class 11,State Board,JEE,Tamil,2025-08-01,Hybrid
STU0339,Prisha Mistry,Class 9,ICSE,NEET,Tamil,2025-01-01,Online
STU0340,Vrinda Ramakrishnan,Class 9,ICSE,NEET,English,2025-12-20,Hybrid
STU0341,Faras Basu,Class 9,State Board,Foundation,Hindi,2025-09-01,Offline
STU0342,Jai Soni,Class 12,State Board,Foundation,Hindi,2025-09-13,Online
STU0343,Raghav Pall,Class 12,State Board,Foundation,English,2024-10-28,Offline
STU0344,Nitesh Mistry,Class 12,State Board,JEE,English,2024-11-01,Offline
STU0345,Urmi Tripathi,Class 9,ICSE,Foundation,English,2025-06-28,Hybrid
STU0346,Ayaan Shukla,Class 10,CBSE,JEE,Hindi,2026-06-05,Offline
STU0347,Aayush Badal,Class 12,State Board,Foundation,Hindi,2024-10-01,Online
STU0348,Utkarsh Dalal,Class 11,ICSE,NEET,Tamil,2024-08-06,Offline
STU0349,Leela Dhillon,Class 11,State Board,Foundation,English,2026-05-21,Hybrid
STU0350,Watika Anand,Class 11,CBSE,NEET,English,2025-02-07,Hybrid
STU0351,Yadavi Swaminathan,Class 12,ICSE,NEET,Hindi,2024-08-09,Hybrid
STU0352,Wyatt Kulkarni,Class 10,ICSE,JEE,Hindi,2025-08-08,Hybrid
STU0353,Tanveer Varkey,Class 10,ICSE,NEET,Hindi,2025-03-01,Hybrid
STU0354,Wriddhish Dash,Class 12,CBSE,Foundation,Hindi,2025-07-30,Online
STU0355,Ekiya Sengupta,Class 11,State Board,NEET,Hindi,2025-02-18,Offline
STU0356,Adweta Kota,Class 10,State Board,Foundation,Hindi,2026-04-12,Hybrid
STU0357,Ucchal Mall,Class 9,State Board,Foundation,Tamil,2024-09-16,Hybrid
STU0358,Vrinda Kade,Class 11,CBSE,NEET,Tamil,2026-04-29,Online
STU0359,Tanmayi Shan,Class 10,ICSE,NEET,English,2024-09-08,Online
STU0360,Kabir Boase,Class 10,CBSE,JEE,Tamil,2025-11-23,Online
STU0361,Upkaar Kala,Class 9,State Board,NEET,Hindi,2026-03-17,Online
STU0362,Vasana Sha,Class 12,CBSE,JEE,English,2025-11-13,Hybrid
STU0363,Lohit Som,Class 10,State Board,NEET,English,2025-07-13,Offline
STU0364,Benjamin Rao,Class 11,State Board,Foundation,English,2025-09-02,Offline
STU0365,Watika Kashyap,Class 11,State Board,NEET,English,2025-08-07,Hybrid
STU0366,Vasana Bajwa,Class 10,ICSE,NEET,English,2025-01-31,Offline
STU0367,Ishita Shanker,Class 12,ICSE,NEET,Tamil,2025-12-17,Hybrid
STU0368,Vasudha Thakur,Class 12,CBSE,JEE,Hindi,2025-10-01,Online
STU0369,William Mody,Class 11,CBSE,Foundation,Tamil,2025-06-06,Offline
STU0370,Luke Kala,Class 9,State Board,Foundation,English,2025-09-07,Offline
STU0371,Hredhaan Raj,Class 9,CBSE,NEET,Tamil,2026-04-08,Hybrid
STU0372,Bishakha Venkataraman,Class 10,ICSE,JEE,English,2025-10-19,Offline
STU0373,Raksha Rattan,Class 11,CBSE,NEET,English,2025-01-21,Offline
STU0374,Abhimanyu Saraf,Class 11,CBSE,NEET,English,2024-12-17,Offline
STU0375,Jackson Raman,Class 10,CBSE,NEET,English,2025-04-17,Hybrid
STU0376,Liam Shankar,Class 11,CBSE,JEE,English,2025-11-17,Offline
STU0377,Tanvi Rama,Class 12,State Board,JEE,Hindi,2026-01-29,Offline
STU0378,Devansh Pall,Class 12,State Board,JEE,English,2025-09-13,Online
STU0379,Anita Memon,Class 11,CBSE,JEE,Hindi,2025-03-24,Hybrid
STU0380,Yutika Ganguly,Class 12,CBSE,NEET,English,2024-10-23,Offline
STU0381,Naksh Borde,Class 9,CBSE,JEE,Tamil,2024-10-30,Hybrid
STU0382,Liam Randhawa,Class 12,CBSE,JEE,Tamil,2024-11-30,Hybrid
STU0383,Abhimanyu Rastogi,Class 9,State Board,Foundation,Hindi,2025-02-01,Online
STU0384,Watika Mitter,Class 10,ICSE,NEET,English,2026-05-12,Hybrid
STU0385,Warinder Shukla,Class 11,CBSE,Foundation,Tamil,2026-02-21,Online
STU0386,Baljiwan Atwal,Class 9,State Board,NEET,English,2025-01-21,Hybrid
STU0387,Jason Mishra,Class 9,ICSE,NEET,English,2025-09-17,Hybrid
STU0388,Aayush Shah,Class 12,ICSE,NEET,Hindi,2025-09-25,Online
STU0389,Sudiksha Gopal,Class 11,CBSE,NEET,English,2025-01-03,Hybrid
STU0390,Saksham Malhotra,Class 9,State Board,Foundation,Tamil,2025-02-06,Online
STU0391,Jacob Pai,Class 9,ICSE,Foundation,Tamil,2025-08-08,Hybrid
STU0392,Mohammed Ganesh,Class 10,State Board,NEET,Hindi,2026-02-11,Offline
STU0393,Hema Din,Class 10,CBSE,JEE,Hindi,2025-04-01,Offline
STU0394,Ria Devan,Class 9,ICSE,JEE,English,2025-11-22,Online
STU0395,Devika Ganguly,Class 9,ICSE,NEET,Hindi,2025-06-24,Offline
STU0396,Ronith Sankar,Class 12,ICSE,JEE,Hindi,2024-11-09,Online
STU0397,Sai Rama,Class 11,ICSE,JEE,Hindi,2024-08-30,Offline
STU0398,Joshua Chaudry,Class 11,CBSE,NEET,Tamil,2025-08-10,Offline
STU0399,Abhimanyu Varghese,Class 12,ICSE,NEET,English,2024-11-12,Offline
STU0400,Harish Bala,Class 12,ICSE,Foundation,Tamil,2026-06-04,Online
STU0401,Siya D’Alia,Class 12,CBSE,NEET,Hindi,2024-08-28,Online
STU0402,Krishna Din,Class 11,ICSE,JEE,English,2025-06-21,Offline
STU0403,Ayushman Bhat,Class 11,ICSE,NEET,Hindi,2025-11-15,Hybrid
STU0404,Anirudh Sarkar,Class 12,CBSE,Foundation,Tamil,2024-08-17,Offline
STU0405,Chaman Baral,Class 12,CBSE,Foundation,Tamil,2024-10-04,Hybrid
STU0406,Aarav Banerjee,Class 12,ICSE,Foundation,English,2025-12-07,Online
STU0407,Urishilla Babu,Class 12,ICSE,Foundation,Hindi,2025-02-08,Hybrid
STU0408,Mitali Chauhan,Class 10,CBSE,JEE,Hindi,2025-03-13,Hybrid
STU0409,Qabil Tata,Class 12,CBSE,JEE,English,2025-11-14,Online
STU0410,Qushi Keer,Class 11,ICSE,NEET,Hindi,2026-03-01,Online
STU0411,Jacob Bora,Class 10,State Board,NEET,Tamil,2024-07-27,Offline
STU0412,Robert Pant,Class 12,CBSE,Foundation,English,2026-03-13,Hybrid
STU0413,Zaid Hora,Class 11,ICSE,NEET,Hindi,2024-09-11,Offline
STU0414,Mitali Korpal,Class 10,CBSE,JEE,Hindi,2025-06-22,Online
STU0415,Indrajit Ramakrishnan,Class 12,State Board,NEET,Hindi,2024-11-18,Online
STU0416,Oeshi Sandhu,Class 11,ICSE,Foundation,Tamil,2026-02-28,Online
STU0417,Vihaan Verma,Class 11,State Board,NEET,English,2025-10-21,Online
STU0418,Madhav Mani,Class 10,CBSE,NEET,English,2025-12-13,Hybrid
STU0419,Henry Mistry,Class 12,CBSE,Foundation,Tamil,2024-08-28,Hybrid
STU0420,Suhani Pai,Class 11,State Board,JEE,Hindi,2024-12-24,Hybrid
STU0421,Sanya Shan,Class 11,ICSE,JEE,Hindi,2024-10-13,Hybrid
STU0422,Qushi Goyal,Class 10,ICSE,Foundation,English,2025-09-21,Online
STU0423,Aadi Anand,Class 10,CBSE,JEE,Tamil,2025-10-10,Online
STU0424,Yahvi Sandhu,Class 11,State Board,Foundation,Tamil,2026-03-15,Offline
STU0425,Ekta Dhar,Class 10,State Board,JEE,English,2024-12-20,Offline
STU0426,Mitesh Kara,Class 12,State Board,Foundation,Tamil,2024-08-08,Hybrid
STU0427,Chanakya Kara,Class 12,ICSE,Foundation,English,2025-09-11,Online
STU0428,Zayan Khalsa,Class 11,State Board,JEE,Tamil,2026-01-26,Offline
STU0429,Anita Dyal,Class 11,CBSE,Foundation,Hindi,2026-06-09,Hybrid
STU0430,Kiaan Choudhary,Class 10,CBSE,NEET,Hindi,2025-01-31,Online
STU0431,Gautam Nazareth,Class 9,State Board,JEE,Tamil,2025-02-10,Online
STU0432,Onveer Ratta,Class 10,ICSE,Foundation,English,2024-10-23,Offline
STU0433,Hredhaan Vasa,Class 11,CBSE,NEET,English,2025-09-11,Hybrid
STU0434,Mohammed Srinivasan,Class 11,CBSE,Foundation,Tamil,2025-08-03,Hybrid
STU0435,Alka Andra,Class 9,State Board,Foundation,English,2024-12-23,Hybrid
STU0436,Upkaar Savant,Class 10,CBSE,Foundation,Hindi,2026-04-25,Hybrid
STU0437,Dev Raman,Class 11,State Board,JEE,English,2025-11-22,Online
STU0438,Aahana Bahl,Class 9,State Board,Foundation,Tamil,2025-06-12,Hybrid
STU0439,Lohit Sur,Class 10,State Board,NEET,Hindi,2024-10-03,Hybrid
STU0440,Vinaya Kibe,Class 9,ICSE,Foundation,Hindi,2025-03-22,Offline
STU0441,Frederick Muni,Class 11,ICSE,JEE,Hindi,2025-04-18,Offline
STU0442,Anika Sachdev,Class 11,ICSE,JEE,Hindi,2024-11-02,Online
STU0443,Chakrika Khare,Class 10,ICSE,NEET,Tamil,2025-12-23,Offline
STU0444,Isaac Kari,Class 10,ICSE,Foundation,English,2026-03-22,Offline
STU0445,Urishilla Ray,Class 11,State Board,NEET,Tamil,2024-08-01,Online
STU0446,Gopal Som,Class 11,State Board,Foundation,English,2026-06-13,Offline
STU0447,Bishakha Goel,Class 10,ICSE,JEE,Tamil,2026-07-19,Offline
STU0448,Chanchal Sangha,Class 10,CBSE,JEE,English,2025-10-06,Offline
STU0449,Qadim Bava,Class 12,State Board,NEET,English,2025-11-13,Online
STU0450,Vedhika Bera,Class 11,State Board,Foundation,Tamil,2024-09-25,Online
STU0451,Vasudha Sur,Class 10,ICSE,Foundation,Tamil,2025-09-17,Offline
STU0452,Onveer Saraf,Class 11,ICSE,JEE,English,2025-06-03,Offline
STU0453,Wyatt Om,Class 12,CBSE,JEE,Hindi,2025-11-26,Offline
STU0454,Sarthak Buch,Class 9,CBSE,NEET,Tamil,2025-09-12,Hybrid
STU0455,Reva Hans,Class 12,ICSE,Foundation,English,2024-09-30,Online
STU0456,Nidhi Dhawan,Class 12,CBSE,NEET,Hindi,2024-11-10,Offline
STU0457,Zarna Nadig,Class 12,ICSE,JEE,Tamil,2025-09-25,Online
STU0458,Manya Dar,Class 10,ICSE,Foundation,Tamil,2024-09-13,Online
STU0459,Harita Shere,Class 12,State Board,NEET,Hindi,2025-03-28,Offline
STU0460,Dev Loke,Class 9,CBSE,JEE,Tamil,2025-01-16,Offline
STU0461,Tanveer Kurian,Class 11,State Board,NEET,English,2025-11-23,Online
STU0462,Peter Rama,Class 12,State Board,JEE,English,2024-07-24,Online
STU0463,Yutika Nagy,Class 10,State Board,NEET,Tamil,2024-07-28,Hybrid
STU0464,Vasatika Gola,Class 12,CBSE,Foundation,Hindi,2025-01-25,Online
STU0465,Christopher Khurana,Class 11,State Board,NEET,English,2025-04-19,Offline
STU0466,Champak Vyas,Class 11,State Board,NEET,Hindi,2025-06-17,Hybrid
STU0467,Jagat Raghavan,Class 12,State Board,Foundation,Tamil,2025-09-26,Offline
STU0468,Onkar Hari,Class 9,ICSE,NEET,Hindi,2025-02-06,Online
STU0469,Dayamai Dani,Class 12,State Board,NEET,Hindi,2025-12-22,Hybrid
STU0470,Ekta Chana,Class 9,State Board,NEET,Tamil,2025-05-03,Hybrid
STU0471,Kashvi Khurana,Class 10,State Board,JEE,Hindi,2025-07-09,Offline
STU0472,Gauri Tank,Class 10,State Board,Foundation,Hindi,2024-09-04,Hybrid
STU0473,Vasatika Gandhi,Class 12,CBSE,Foundation,English,2026-07-16,Online
STU0474,Atharv Tailor,Class 9,CBSE,JEE,Tamil,2025-05-13,Offline
STU0475,Nilima Lala,Class 12,CBSE,NEET,Hindi,2026-05-16,Online
STU0476,Pranit Mukhopadhyay,Class 12,State Board,Foundation,Tamil,2025-06-19,Hybrid
STU0477,Champak Chakrabarti,Class 9,State Board,JEE,Hindi,2025-08-11,Online
STU0478,Finn Batra,Class 11,State Board,NEET,Hindi,2025-09-22,Offline
STU0479,Ayaan Char,Class 11,CBSE,NEET,Hindi,2026-06-08,Offline
STU0480,Rayaan Aurora,Class 11,State Board,Foundation,Hindi,2024-12-03,Hybrid
STU0481,Lila Sama,Class 11,State Board,NEET,English,2025-01-02,Online
STU0482,Onveer Din,Class 11,State Board,NEET,English,2024-10-17,Offline
STU0483,Gagan Tandon,Class 11,State Board,JEE,Hindi,2025-12-19,Hybrid
STU0484,Udant Pandey,Class 12,ICSE,NEET,Tamil,2024-10-10,Hybrid
STU0485,Rachana Khare,Class 11,ICSE,JEE,Hindi,2025-12-07,Hybrid
STU0486,Manthan Wadhwa,Class 12,ICSE,NEET,English,2025-08-01,Offline
STU0487,Christopher Luthra,Class 9,ICSE,Foundation,English,2025-11-17,Offline
STU0488,Sneha Mann,Class 12,State Board,NEET,Hindi,2025-10-11,Offline
STU0489,Vedhika Mistry,Class 10,CBSE,Foundation,Tamil,2026-06-05,Hybrid
STU0490,Vincent Sekhon,Class 11,CBSE,JEE,Hindi,2026-06-04,Hybrid
STU0491,Vyanjana Saini,Class 10,CBSE,JEE,Hindi,2026-04-19,Hybrid
STU0492,Benjamin Pal,Class 10,State Board,JEE,English,2025-12-14,Online
STU0493,Bhavini Merchant,Class 12,ICSE,Foundation,Tamil,2024-09-28,Online
STU0494,Ojasvi Malhotra,Class 10,CBSE,Foundation,English,2026-03-12,Offline
STU0495,Mohammed Srinivas,Class 12,ICSE,Foundation,English,2026-02-15,Offline
STU0496,Priya Kaur,Class 11,ICSE,Foundation,English,2025-10-30,Online
STU0497,Megha Bava,Class 10,State Board,Foundation,Hindi,2024-07-24,Online
STU0498,Timothy Char,Class 10,ICSE,JEE,English,2026-02-17,Offline
STU0499,Gabriel Kulkarni,Class 12,CBSE,Foundation,Tamil,2026-03-03,Online
STU0500,Imaran Sarma,Class 9,ICSE,Foundation,Hindi,2026-03-12,Online
STU0501,Dev Bhalla,Class 11,ICSE,NEET,Hindi,2025-04-12,Hybrid
STU0502,Krishna Sidhu,Class 12,CBSE,Foundation,Tamil,2024-10-19,Offline
STU0503,Girik Kuruvilla,Class 10,CBSE,NEET,English,2024-11-28,Hybrid
STU0504,Logan Pandit,Class 12,State Board,NEET,Hindi,2025-04-11,Online
STU0505,Falan Nagarajan,Class 9,State Board,NEET,Tamil,2025-05-02,Hybrid
STU0506,Samaksh Anne,Class 10,CBSE,Foundation,Hindi,2025-04-12,Offline
STU0507,Ishita Mani,Class 12,State Board,NEET,English,2026-03-15,Offline
STU0508,Pooja Kunda,Class 9,CBSE,JEE,Tamil,2025-06-28,Offline
STU0509,Jagrati Deshpande,Class 10,CBSE,NEET,Tamil,2026-05-21,Online
STU0510,Gagan Sawhney,Class 12,ICSE,NEET,Tamil,2024-11-14,Hybrid
STU0511,Devika Gade,Class 9,ICSE,Foundation,Tamil,2025-12-04,Hybrid
STU0512,Mohammed Shetty,Class 10,CBSE,Foundation,English,2024-12-14,Offline
STU0513,Benjamin Shankar,Class 11,CBSE,NEET,Hindi,2026-04-13,Hybrid
STU0514,Chasmum Rout,Class 11,State Board,JEE,Hindi,2025-02-08,Offline
STU0515,Triya Sankar,Class 11,State Board,JEE,English,2024-08-01,Online
STU0516,Tanveer Gole,Class 12,CBSE,NEET,Hindi,2024-10-15,Hybrid
STU0517,Vamakshi Madan,Class 11,ICSE,Foundation,Hindi,2025-05-13,Offline
STU0518,Ranbir Singh,Class 10,CBSE,Foundation,Hindi,2025-04-12,Online
STU0519,Nathaniel Bhasin,Class 12,State Board,Foundation,Tamil,2026-01-13,Online
STU0520,Fitan Naik,Class 9,CBSE,Foundation,Hindi,2024-10-15,Online
STU0521,Darika Joshi,Class 10,CBSE,NEET,Hindi,2024-08-10,Offline
STU0522,Bakhshi Prakash,Class 9,State Board,JEE,Hindi,2025-06-01,Hybrid
STU0523,Indrajit Sankar,Class 12,CBSE,Foundation,Tamil,2025-03-14,Online
STU0524,Lohit Taneja,Class 12,CBSE,Foundation,Tamil,2026-02-13,Offline
STU0525,Ekaraj Dass,Class 9,State Board,NEET,Hindi,2025-11-17,Offline
STU0526,Deepa Thaman,Class 9,ICSE,NEET,English,2026-03-21,Hybrid
STU0527,Jason Sarna,Class 10,State Board,JEE,English,2025-04-21,Offline
STU0528,Viraj Gokhale,Class 11,State Board,JEE,Hindi,2024-09-22,Online
STU0529,Bahadurjit Balasubramanian,Class 9,ICSE,JEE,Tamil,2026-01-11,Offline
STU0530,Manan Karpe,Class 10,CBSE,Foundation,Hindi,2025-11-09,Hybrid
STU0531,Bachittar Krishnan,Class 12,ICSE,NEET,Tamil,2025-05-10,Offline
STU0532,Anamika Wali,Class 12,CBSE,Foundation,Hindi,2025-02-10,Hybrid
STU0533,Janaki Badal,Class 10,State Board,NEET,English,2026-07-20,Online
STU0534,Megha Bhardwaj,Class 12,State Board,JEE,Hindi,2025-01-30,Online
STU0535,Quincy Tata,Class 9,CBSE,NEET,Tamil,2025-12-02,Hybrid
STU0536,Tejas Khosla,Class 12,State Board,NEET,English,2026-04-22,Online
STU0537,Rachana Palan,Class 12,ICSE,JEE,Tamil,2024-12-28,Online
STU0538,Samarth Dua,Class 9,CBSE,Foundation,Tamil,2025-05-22,Hybrid
STU0539,Jack Dhar,Class 9,CBSE,JEE,English,2025-09-24,Online
STU0540,Janaki Chadha,Class 9,ICSE,Foundation,Hindi,2024-09-03,Hybrid
STU0541,Ekalinga Chopra,Class 9,CBSE,Foundation,English,2026-02-06,Offline
STU0542,Unnati Shanker,Class 12,CBSE,Foundation,English,2026-03-02,Online
STU0543,Qushi Borah,Class 10,State Board,NEET,English,2026-04-15,Hybrid
STU0544,Radhika Lad,Class 11,State Board,Foundation,Hindi,2026-04-20,Offline
STU0545,Udarsh Bora,Class 10,ICSE,JEE,Hindi,2024-09-27,Hybrid
STU0546,Jeremiah Choudhry,Class 10,ICSE,NEET,Tamil,2026-01-12,Online
STU0547,Eiravati Sood,Class 10,State Board,Foundation,Tamil,2025-05-24,Hybrid
STU0548,Ladli Naidu,Class 12,CBSE,NEET,Hindi,2026-04-27,Hybrid
STU0549,Ojas Oak,Class 12,State Board,NEET,Hindi,2025-10-21,Offline
STU0550,Ranveer Sarma,Class 12,CBSE,NEET,Tamil,2025-06-14,Online
STU0551,Tejas Goel,Class 12,CBSE,JEE,Tamil,2025-12-10,Hybrid
STU0552,Yutika Biswas,Class 10,ICSE,JEE,Hindi,2026-02-27,Offline
STU0553,Madhavi Mahal,Class 12,State Board,Foundation,English,2026-01-09,Offline
STU0554,Ranbir Rana,Class 10,ICSE,JEE,Tamil,2026-07-23,Hybrid
STU0555,Ranveer Ahuja,Class 9,ICSE,NEET,English,2025-06-25,Hybrid
STU0556,Qarin Mani,Class 10,CBSE,NEET,Tamil,2025-02-17,Hybrid
STU0557,Tanay Choudhury,Class 9,CBSE,JEE,Hindi,2026-06-25,Hybrid
STU0558,Chakradev Datta,Class 10,ICSE,JEE,Tamil,2026-01-22,Offline
STU0559,Gaurang Mohanty,Class 9,CBSE,JEE,Hindi,2025-09-19,Online
STU0560,Warjas Bhatnagar,Class 12,CBSE,Foundation,Hindi,2024-09-07,Hybrid
STU0561,Om Dugar,Class 10,ICSE,JEE,Hindi,2024-10-13,Offline
STU0562,Bhavya Sunder,Class 11,ICSE,NEET,Hindi,2025-03-20,Hybrid
STU0563,Ishaan Manda,Class 11,ICSE,NEET,Tamil,2025-05-09,Hybrid
STU0564,Mitali Bakshi,Class 12,ICSE,JEE,Hindi,2025-02-15,Offline
STU0565,Jackson Badal,Class 11,CBSE,NEET,Tamil,2026-03-22,Offline
STU0566,Oliver Bail,Class 9,State Board,JEE,Hindi,2025-12-07,Online
STU0567,Farhan Kapoor,Class 9,ICSE,Foundation,Hindi,2026-06-30,Hybrid
STU0568,Sanya Dubey,Class 12,ICSE,JEE,English,2025-01-12,Offline
STU0569,Janya Dass,Class 10,ICSE,Foundation,English,2024-10-12,Offline
STU0570,Alexander Soman,Class 11,ICSE,NEET,Hindi,2024-10-10,Hybrid
STU0571,Osha Nadkarni,Class 12,ICSE,JEE,Hindi,2025-04-22,Offline
STU0572,Samaksh Walla,Class 10,CBSE,Foundation,Hindi,2025-02-27,Offline
STU0573,Sudiksha Lata,Class 10,State Board,Foundation,English,2026-07-17,Hybrid
STU0574,Sarthak Nori,Class 9,CBSE,Foundation,English,2025-08-30,Online
STU0575,Anusha Mallick,Class 12,CBSE,Foundation,English,2025-02-25,Online
STU0576,Maanas Dash,Class 10,CBSE,JEE,Hindi,2025-12-16,Offline
STU0577,Yashica Ganguly,Class 11,CBSE,Foundation,Hindi,2024-11-13,Hybrid
STU0578,Vasana Basu,Class 12,State Board,NEET,English,2025-06-22,Online
STU0579,Yashasvi Sunder,Class 12,CBSE,JEE,Hindi,2026-02-01,Hybrid
STU0580,Yug Barad,Class 11,State Board,NEET,English,2026-01-18,Hybrid
STU0581,Adya Varty,Class 12,CBSE,JEE,English,2026-06-10,Hybrid
STU0582,Warinder Kota,Class 10,CBSE,JEE,Hindi,2026-02-13,Hybrid
STU0583,Sai Mukhopadhyay,Class 11,ICSE,NEET,Tamil,2026-03-09,Online
STU0584,Manbir Kale,Class 11,ICSE,NEET,Hindi,2026-06-04,Online
STU0585,Harshil Om,Class 10,ICSE,Foundation,English,2025-02-22,Hybrid
STU0586,Wyatt Kala,Class 9,CBSE,NEET,Tamil,2026-02-23,Offline
STU0587,Ekaraj Bhargava,Class 12,CBSE,Foundation,English,2025-01-31,Hybrid
STU0588,Finn Talwar,Class 10,CBSE,NEET,Tamil,2025-12-18,Hybrid
STU0589,Michael Venkataraman,Class 11,State Board,JEE,Hindi,2026-06-19,Online
STU0590,Alexander Dutta,Class 10,CBSE,Foundation,Hindi,2024-10-07,Offline
STU0591,Sara Das,Class 11,CBSE,JEE,Hindi,2025-11-10,Offline
STU0592,Ekaraj Thaker,Class 9,CBSE,NEET,English,2026-01-04,Online
STU0593,Yash Barad,Class 10,State Board,NEET,English,2025-11-12,Offline
STU0594,Qushi Dhar,Class 10,State Board,JEE,Hindi,2025-08-24,Offline
STU0595,Eta Char,Class 11,ICSE,Foundation,English,2026-07-18,Hybrid
STU0596,Viraj Yadav,Class 9,State Board,Foundation,Tamil,2025-03-25,Online
STU0597,Upma Sabharwal,Class 9,ICSE,JEE,English,2025-01-03,Offline
STU0598,Warjas Mander,Class 12,ICSE,JEE,Hindi,2026-06-26,Offline
STU0599,Dipta Sampath,Class 12,ICSE,JEE,Tamil,2025-08-28,Hybrid
STU0600,Samesh Suresh,Class 12,ICSE,JEE,Hindi,2026-01-19,Hybrid
STU0601,Gagan Dey,Class 12,CBSE,Foundation,Tamil,2024-08-25,Online
STU0602,Garima Batra,Class 9,CBSE,NEET,English,2024-09-23,Offline
STU0603,Sanya Viswanathan,Class 10,State Board,NEET,Tamil,2026-06-04,Offline
STU0604,Michael Baria,Class 9,CBSE,JEE,Tamil,2024-10-26,Offline
STU0605,Nachiket Bhagat,Class 11,ICSE,JEE,English,2025-04-16,Online
STU0606,Vidhi Prabhu,Class 10,ICSE,NEET,Hindi,2026-02-26,Hybrid
STU0607,Joshua Thakur,Class 12,CBSE,JEE,English,2025-03-11,Offline
STU0608,Mitali Ganguly,Class 9,State Board,Foundation,Tamil,2024-11-15,Offline
STU0609,Omisha Thakur,Class 9,ICSE,NEET,Tamil,2025-05-17,Online
STU0610,Chasmum Tank,Class 10,State Board,Foundation,English,2024-10-23,Hybrid
STU0611,Wishi Reddy,Class 12,CBSE,JEE,Tamil,2024-09-26,Offline
STU0612,Ekta Deo,Class 11,ICSE,JEE,English,2025-02-03,Online
STU0613,Unni Butala,Class 12,ICSE,NEET,Tamil,2024-08-10,Offline
STU0614,Nitara Wable,Class 9,ICSE,NEET,English,2025-09-06,Hybrid
STU0615,Adya Handa,Class 12,State Board,Foundation,English,2025-04-11,Offline
STU0616,Ekapad Dash,Class 9,CBSE,NEET,English,2024-08-27,Offline
STU0617,Triya Kumar,Class 11,State Board,NEET,Tamil,2024-11-17,Offline
STU0618,Veda Minhas,Class 11,ICSE,Foundation,Hindi,2025-12-19,Online
STU0619,Urmi Mitra,Class 11,ICSE,Foundation,Hindi,2025-02-01,Online
STU0620,Orinder Sengupta,Class 12,ICSE,JEE,Tamil,2024-10-22,Offline
STU0621,Ranbir Sachar,Class 11,State Board,Foundation,Hindi,2024-07-24,Offline
STU0622,Nidhi Narayan,Class 10,ICSE,NEET,Tamil,2025-08-09,Offline
STU0623,Aashi Pillai,Class 11,CBSE,Foundation,English,2024-10-18,Hybrid
STU0624,Peter Das,Class 10,State Board,Foundation,English,2025-07-14,Hybrid
STU0625,Zehaan More,Class 12,State Board,JEE,Tamil,2026-04-01,Offline
STU0626,Michael Bhagat,Class 9,ICSE,Foundation,Tamil,2025-05-07,Online
STU0627,Sudiksha Hayre,Class 11,CBSE,NEET,Hindi,2025-04-04,Online
STU0628,Hiral Kapoor,Class 12,ICSE,JEE,Tamil,2026-07-24,Hybrid
STU0629,Upkaar Anand,Class 12,State Board,NEET,Hindi,2026-04-15,Hybrid
STU0630,Ekavir Swamy,Class 12,State Board,JEE,Tamil,2024-12-08,Hybrid
STU0631,Faraj Panchal,Class 9,CBSE,JEE,Hindi,2025-02-27,Hybrid
STU0632,Yatan Gala,Class 11,CBSE,Foundation,Hindi,2026-02-22,Online
STU0633,Qushi Chaudhuri,Class 12,ICSE,NEET,English,2025-12-24,Online
STU0634,Utkarsh Bhattacharyya,Class 9,ICSE,JEE,Hindi,2026-07-21,Hybrid
STU0635,Chatura Das,Class 10,ICSE,NEET,Tamil,2025-05-12,Offline
STU0636,Samuel Bora,Class 10,ICSE,JEE,Tamil,2026-07-02,Online
STU0637,Bakhshi Lata,Class 11,ICSE,JEE,English,2025-02-27,Hybrid
STU0638,Hritik Das,Class 10,ICSE,NEET,Tamil,2026-02-12,Offline
STU0639,Odika Seshadri,Class 10,State Board,NEET,Tamil,2025-04-16,Offline
